Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Jakarta South,PM2.5 - Principal,2018-01-04 07:00 AM,2018,01,04,07,8.3,35,Good,7.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-04 08:00 AM,2018,01,04,08,22.6,73,Moderate,37.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-04 09:00 AM,2018,01,04,09,29.8,88,Moderate,37.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-04 10:00 AM,2018,01,04,10,14.9,57,Moderate,0.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-04 11:00 AM,2018,01,04,11,14.9,57,Moderate,-5.0,UG/M3,1 Hr,Invalid
Jakarta South,PM2.5 - Principal,2018-01-04 12:00 PM,2018,01,04,12,-999.0,-999,N/A,-11.0,UG/M3,1 Hr,Invalid
Jakarta South,PM2.5 - Principal,2018-01-04 01:00 PM,2018,01,04,13,-999.0,-999,N/A,-9.0,UG/M3,1 Hr,Invalid
Jakarta South,PM2.5 - Principal,2018-01-04 02:00 PM,2018,01,04,14,-999.0,-999,N/A,-10.0,UG/M3,1 Hr,Invalid
Jakarta South,PM2.5 - Principal,2018-01-04 03:00 PM,2018,01,04,15,-999.0,-999,N/A,-10.0,UG/M3,1 Hr,Invalid
Jakarta South,PM2.5 - Principal,2018-01-04 04:00 PM,2018,01,04,16,-999.0,-999,N/A,-7.0,UG/M3,1 Hr,Invalid
Jakarta South,PM2.5 - Principal,2018-01-04 05:00 PM,2018,01,04,17,-999.0,-999,N/A,1.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-04 06:00 PM,2018,01,04,18,9.0,38,Good,13.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-04 07:00 PM,2018,01,04,19,17.5,62,Moderate,24.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-04 08:00 PM,2018,01,04,20,24.7,77,Moderate,31.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-04 09:00 PM,2018,01,04,21,30.0,89,Moderate,35.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-04 10:00 PM,2018,01,04,22,15.7,59,Moderate,2.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-04 11:00 PM,2018,01,04,23,13.3,54,Moderate,11.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-05 12:00 AM,2018,01,05,00,17.7,63,Moderate,22.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-05 01:00 AM,2018,01,05,01,14.3,56,Moderate,11.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-05 02:00 AM,2018,01,05,02,11.1,46,Good,8.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-05 03:00 AM,2018,01,05,03,9.5,40,Good,8.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-05 04:00 AM,2018,01,05,04,7.7,32,Good,6.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-05 05:00 AM,2018,01,05,05,6.8,28,Good,6.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-05 06:00 AM,2018,01,05,06,6.4,27,Good,6.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-05 07:00 AM,2018,01,05,07,6.7,28,Good,7.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-05 08:00 AM,2018,01,05,08,14.3,56,Moderate,22.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-05 09:00 AM,2018,01,05,09,13.1,53,Moderate,12.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-05 10:00 AM,2018,01,05,10,9.0,38,Good,5.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-05 11:00 AM,2018,01,05,11,2.5,10,Good,-4.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-05 12:00 PM,2018,01,05,12,2.5,10,Good,-6.0,UG/M3,1 Hr,Invalid
Jakarta South,PM2.5 - Principal,2018-01-05 01:00 PM,2018,01,05,13,-1.1,-999,N/A,-3.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-05 02:00 PM,2018,01,05,14,-2.7,-999,N/A,-4.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-05 03:00 PM,2018,01,05,15,-2.7,-999,N/A,-6.0,UG/M3,1 Hr,Invalid
Jakarta South,PM2.5 - Principal,2018-01-05 04:00 PM,2018,01,05,16,-1.5,-999,N/A,-1.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-05 05:00 PM,2018,01,05,17,2.2,9,Good,5.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-05 06:00 PM,2018,01,05,18,4.2,18,Good,6.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-05 07:00 PM,2018,01,05,19,5.6,23,Good,7.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-05 08:00 PM,2018,01,05,20,3.2,13,Good,1.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-05 09:00 PM,2018,01,05,21,-0.3,-999,N/A,-4.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-05 10:00 PM,2018,01,05,22,-0.3,-999,N/A,-7.0,UG/M3,1 Hr,Invalid
Jakarta South,PM2.5 - Principal,2018-01-05 11:00 PM,2018,01,05,23,-999.0,-999,N/A,-8.0,UG/M3,1 Hr,Invalid
Jakarta South,PM2.5 - Principal,2018-01-06 12:00 AM,2018,01,06,00,-999.0,-999,N/A,-4.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-06 01:00 AM,2018,01,06,01,-2.4,-999,N/A,-2.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-06 02:00 AM,2018,01,06,02,-999.0,-999,N/A,-6.0,UG/M3,1 Hr,Invalid
Jakarta South,PM2.5 - Principal,2018-01-06 03:00 AM,2018,01,06,03,-999.0,-999,N/A,-6.0,UG/M3,1 Hr,Invalid
Jakarta South,PM2.5 - Principal,2018-01-06 04:00 AM,2018,01,06,04,-999.0,-999,N/A,0.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-06 05:00 AM,2018,01,06,05,6.0,25,Good,10.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-06 06:00 AM,2018,01,06,06,5.4,23,Good,5.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-06 07:00 AM,2018,01,06,07,1.0,4,Good,-3.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-06 08:00 AM,2018,01,06,08,-999.0,-999,N/A,-4.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-06 09:00 AM,2018,01,06,09,-999.0,-999,N/A,-3.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-06 10:00 AM,2018,01,06,10,-999.0,-999,N/A,1.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-06 11:00 AM,2018,01,06,11,-999.0,-999,N/A,-1.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-06 12:00 PM,2018,01,06,12,-999.0,-999,N/A,-5.0,UG/M3,1 Hr,Invalid
Jakarta South,PM2.5 - Principal,2018-01-06 01:00 PM,2018,01,06,13,-999.0,-999,N/A,-8.0,UG/M3,1 Hr,Invalid
Jakarta South,PM2.5 - Principal,2018-01-06 02:00 PM,2018,01,06,14,-999.0,-999,N/A,-8.0,UG/M3,1 Hr,Invalid
Jakarta South,PM2.5 - Principal,2018-01-06 03:00 PM,2018,01,06,15,-999.0,-999,N/A,-7.0,UG/M3,1 Hr,Invalid
Jakarta South,PM2.5 - Principal,2018-01-06 04:00 PM,2018,01,06,16,-999.0,-999,N/A,-5.0,UG/M3,1 Hr,Invalid
Jakarta South,PM2.5 - Principal,2018-01-06 05:00 PM,2018,01,06,17,-999.0,-999,N/A,-2.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-06 06:00 PM,2018,01,06,18,0.0,0,Good,1.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-06 07:00 PM,2018,01,06,19,0.5,2,Good,1.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-06 08:00 PM,2018,01,06,20,-999.0,-999,N/A,-4.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-06 09:00 PM,2018,01,06,21,-999.0,-999,N/A,-4.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-06 10:00 PM,2018,01,06,22,-999.0,-999,N/A,2.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-06 11:00 PM,2018,01,06,23,0.7,3,Good,2.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-07 12:00 AM,2018,01,07,00,0.8,3,Good,1.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-07 01:00 AM,2018,01,07,01,-999.0,-999,N/A,1.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-07 02:00 AM,2018,01,07,02,-999.0,-999,N/A,-5.0,UG/M3,1 Hr,Invalid
Jakarta South,PM2.5 - Principal,2018-01-07 03:00 AM,2018,01,07,03,-999.0,-999,N/A,-5.0,UG/M3,1 Hr,Invalid
Jakarta South,PM2.5 - Principal,2018-01-07 04:00 AM,2018,01,07,04,-999.0,-999,N/A,-4.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-07 05:00 AM,2018,01,07,05,-999.0,-999,N/A,-4.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-07 06:00 AM,2018,01,07,06,-999.0,-999,N/A,-2.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-07 07:00 AM,2018,01,07,07,0.2,1,Good,3.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-07 08:00 AM,2018,01,07,08,1.1,5,Good,2.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-07 09:00 AM,2018,01,07,09,0.0,0,Good,-1.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-07 10:00 AM,2018,01,07,10,1.5,6,Good,3.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-07 11:00 AM,2018,01,07,11,1.7,7,Good,2.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-07 12:00 PM,2018,01,07,12,-0.6,-999,N/A,-3.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-07 01:00 PM,2018,01,07,13,-0.6,-999,N/A,-8.0,UG/M3,1 Hr,Invalid
Jakarta South,PM2.5 - Principal,2018-01-07 02:00 PM,2018,01,07,14,-999.0,-999,N/A,-9.0,UG/M3,1 Hr,Invalid
Jakarta South,PM2.5 - Principal,2018-01-07 03:00 PM,2018,01,07,15,-999.0,-999,N/A,-8.0,UG/M3,1 Hr,Invalid
Jakarta South,PM2.5 - Principal,2018-01-07 04:00 PM,2018,01,07,16,-999.0,-999,N/A,-3.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-07 05:00 PM,2018,01,07,17,1.5,6,Good,4.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-07 06:00 PM,2018,01,07,18,4.0,17,Good,6.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-07 07:00 PM,2018,01,07,19,11.9,50,Good,19.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-07 08:00 PM,2018,01,07,20,18.6,65,Moderate,25.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-07 09:00 PM,2018,01,07,21,24.4,77,Moderate,30.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-07 10:00 PM,2018,01,07,22,31.7,92,Moderate,39.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-07 11:00 PM,2018,01,07,23,23.3,75,Moderate,15.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-08 12:00 AM,2018,01,08,00,23.6,75,Moderate,24.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-08 01:00 AM,2018,01,08,01,23.3,75,Moderate,23.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-08 02:00 AM,2018,01,08,02,27.1,83,Moderate,31.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-08 03:00 AM,2018,01,08,03,29.0,87,Moderate,31.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-08 04:00 AM,2018,01,08,04,30.0,89,Moderate,31.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-08 05:00 AM,2018,01,08,05,22.5,73,Moderate,15.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-08 06:00 AM,2018,01,08,06,20.7,69,Moderate,19.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-08 07:00 AM,2018,01,08,07,18.8,65,Moderate,17.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-08 08:00 AM,2018,01,08,08,19.4,66,Moderate,20.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-08 09:00 AM,2018,01,08,09,18.7,65,Moderate,18.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-08 10:00 AM,2018,01,08,10,17.3,62,Moderate,16.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-08 11:00 AM,2018,01,08,11,18.1,64,Moderate,19.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-08 12:00 PM,2018,01,08,12,14.5,56,Moderate,11.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-08 01:00 PM,2018,01,08,13,13.2,53,Moderate,12.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-08 02:00 PM,2018,01,08,14,13.6,54,Moderate,14.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-08 03:00 PM,2018,01,08,15,10.3,43,Good,7.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-08 04:00 PM,2018,01,08,16,8.6,36,Good,7.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-08 05:00 PM,2018,01,08,17,6.8,28,Good,5.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-08 06:00 PM,2018,01,08,18,7.4,31,Good,8.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-08 07:00 PM,2018,01,08,19,6.7,28,Good,6.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-08 08:00 PM,2018,01,08,20,4.8,20,Good,3.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-08 09:00 PM,2018,01,08,21,3.4,14,Good,2.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-08 10:00 PM,2018,01,08,22,3.2,13,Good,3.0,UG/M3,1 Hr,Valid
Jakarta South,PM2.5 - Principal,2018-01-08 11:00 PM,2018,01,08,23,3.6,15,Good,4.0,UG/M3,1 Hr,Valid
